filename,filedate,filesize,disk,basedir,uri
1.jpg,20180725-16:22:52,108069,f:,Supports,Qlogic\sugon\20180725_4x10Gwindows
1.jpg,20131111-19:43:22,622548,f:,Tech,python\web\image\static\images\2013
1.jpg,20150327-19:40:10,353747,f:,work,personal
1.zip,20180719-13:53:35,1479137,f:,Desktop,20170710
1.zip,20180704-20:32:04,1218123,f:,Supports,Qlogic\sugon\20180704_4x10G
2.jpg,20180719-17:01:37,1729074,f:,Desktop,20170710
2.jpg,20180719-07:28:40,1486074,f:,Desktop,20170719
2.jpg,20180703-16:41:36,2293660,f:,Desktop,20180703
2.jpg,20181025-10:11:44,1324733,f:,Desktop,20181025
2.jpg,20190319-13:37:00,99569,f:,MARL2019,personal\DellInspiron14R
2.jpg,20120922-18:13:57,5628884,f:,pictures,picture_before\台北册子加急\41.5x30
2.jpg,20180626-15:15:45,142099,f:,Supports,h3c\20180322sr66pkohang\pko_code
2.jpg,20180328-11:17:52,6179217,f:,Supports,h3c\20180327wqe_corrupted\code
2.jpg,20160714-10:40:23,98155,f:,Supports,igb_driver
2.jpg,20180411-17:39:51,514364,f:,Supports,liquidIO\baidu\20180411cetifications
2.jpg,20170602-13:09:56,3983549,f:,Supports,liquidIO\JDCOM\SLA
2.jpg,20180524-17:00:16,1893318,f:,Supports,Qlogic\h3c\20180522_secure_mode
2.jpg,20180817-13:28:47,2221889,f:,Supports,Qlogic\h3c\20180817redhat7.3
2.jpg,20180725-16:22:58,61833,f:,Supports,Qlogic\sugon\20180725_4x10Gwindows
2.jpg,20150327-20:37:44,476370,f:,work,personal
3.jpg,20180719-17:01:55,1934021,f:,Desktop,20170710
3.jpg,20180716-10:54:38,1690078,f:,Desktop,20180703
3.jpg,20181025-13:23:01,1296617,f:,Desktop,20181025
3.jpg,20190319-13:36:37,1177105,f:,MARL2019,personal\DellInspiron14R
3.jpg,20131111-19:45:52,568354,f:,pictures,2013
3.jpg,20120922-18:15:46,3854942,f:,pictures,picture_before\台北册子加急\41.5x30
